NAME,CATEGORIES,DESCRIPTION,LATITUDE,RATING,LONGITUDE,DESTINATION,GENERAL_LOCATION,ID,split
Bomber Command Memorial,"['Sights & Landmarks', 'Monuments & Statues']","The RAF Benevolent Fund is proud and privileged to be the custodian of the new Bomber Command Memorial in central London. The memorial has been built to be modern, yet classical, in Portland stone. At its heart are the bronze sculptures of a Bomber Command aircrew. Within the memorial, the space is open to the sky with an opening designed to allow light to fall directly onto sculptures of the aircrew.",51.50336,4.5,-0.1485459999999999,London,"Hyde Park, Green Park, W2 2UH",3281984,validation
Gamescape,"['Fun & Games', 'Room Escape Games', 'Game & Entertainment Centers']","Gamescape is the new kid on the block for live escape game in Paris. Locked in a mysterious room, you and your team will have to solve crazy puzzles and twisted enigmas in less than 60 minutes to get out. All of our three escape rooms are based on urban legends of Paris.",48.86776,5.0,2.370166,Paris,"17 Rue de la Pierre Levée, 75011",7039096,validation
StreetHunt Games,"['Other', 'Fun & Games', 'Scavenger Hunts']","Are you game for a different type of challenge? Keen to discover some of London’s quirkier locations? StreetHunt Games provides engaging outdoor, self-guided mysteries set around captivating locations in London - think grown-up scavenger hunt meets escape rooms meets murder mysteries, played outside across London. All you need is a phone and a sense of adventure.",51.51421,5.0,-0.10849,London,"Fleet Street, EC4Y 1JU",23304899,validation
Ziryab Hookah Shisha Lounge,"['Nightlife', 'Bars & Clubs']","Great shishas and cocktails, great vibe! All the team are Deaf, so their language is sign language. You can use your body language and your hands, facial expression or simply write things down! There are 3 different brands of tobacco (al-Fakher, Starbuzz & Fumari), 100% natural coconut coal (free refills). Cute spot with a mixed local and international crowd, in the heart of Barcelona's old city, a true gem of a hookah lounge!",41.383923,4.5,2.180285,Barcelona,,7397998,validation
SENSAS Barcelona,"['Other', 'Fun & Games', 'Room Escape Games']","SENSAS, a unique sensory experience in Barcelona! Come and enjoy two hours of sensory experience where you will have to put your 5 senses to the test while you face your darkest fears.",41.3799,5.0,2.15008,Barcelona,,21291491,validation
Mercado de Anton Martin,"['Shopping', 'Flea & Street Markets']",,40.411453,4.5,-3.698737,Madrid,,2354488,validation
Ile de la Cite,"['Sights & Landmarks', 'Other', 'Nature & Parks', 'Neighborhoods', 'Islands', 'Historic Walking Areas']",,48.85564,4.5,2.34534,Paris,"Île de la Cité, Palais de la Cité, 75001",601755,validation
Bingo Canoe,"['Casinos & Gambling', 'Fun & Games', 'Casinos']","Bingo CANOE is an international point of reference as for the entertainment offer in Madrid with36 years of history. More than 380,000 people yearly enjoy its wide range of entertainment activities distributed over two floors, with about 3,000 m2 and excellent cuisine and bar services.",40.45089,4.5,-3.69157,Madrid,,10196237,validation
Reykjavik Maritime Museum,"['Museums', 'Specialty Museums']","Reykjavík Maritime Museum - How the ocean formed a nation A harbour museum exploring Iceland's dramatic relationship with the sea. The survival of a nation depended on generations of brave fishermen heading into the unknown. Over the centuries, methods of catching and working with fish transformed into a science that helped create a modern nation. Exhibitions and artefacts bring our ocean history to life, from battling the waves to the 'Cod Wars' and beyond. Plus the chance to climb aboard the Óðinn, a 900-ton coastguard ship, with its own stories to tell. Guided tours of the Coast Guard Vessel Óðinn:1 PM, 2 PM & 3 PM. Reykjavík Maritime Museum is part of Reykjavík City Museum: One museum in five unique places. Welcome!",64.15315,4.0,-21.94859,Iceland,,1763143,validation
Greek National Football Museum,"['Museums', 'Specialty Museums']","A unique Museum, the biggest one for a National Football Team, the Greek National Football Team, which was European Champions in 2004, located in the Old City of Chania and has over 1000 exhibits, balls from World Cup and Euro games, official shirts, photos and thw whole history of Greek football. BECAUSE OF CORONAVIRUS EPIDEMIC, THE MUSEUM WILL BE CLOSED FOR THE WHOLE MARCH.",35.51525,5.0,24.021494,Greece,"Τσουδερών 40, 731 32",8090988,validation
Fundacion Juan March,"['Museums', 'Nature & Parks', 'Concerts & Shows', 'Concerts', 'Gardens', 'Art Museums']","The Fundación Juan March organizes, each year, at least two art exhibitions, around 150 concerts and more than a hundred conferences. Access is free of charge. The Fundación's research library is open to researchers on these areas:contemporary Spanish theatre and music, illusionism and curatorial studies. There is also a restaurant-cafeteria, and a sculpture garden with a public library with free access to around 1,000 books.",40.430588,4.5,-3.681221,Madrid,"Calle Castelló 77, 28006",244674,validation
Aurora Reykjavik,"['Museums', 'Specialty Museums']","Aurora Reykjavík, The Northern Lights Center is the first and only museum entirely dedicated to the Aurora Borealis in Iceland. Conveniently located in the Grandi Harbour District, the Center is a must-see when in Iceland. Whether you are planning your Aurora hunt or simply want to learn about the phenomenon, we have you covered! Dive into the world of the northern lights in a unique multimedia environment. Discover our interactive displays and our extensive collection of Aurora photography and videos - all captured by our award winning photographers and founders. The visit includes: • Northern Lights mythology around the Arctic • Aurora Science, from what causes the northern lights to the way our eyes see them • Our exclusive timelapse Aurora movie and world's first northern lights VR experience • Practical tips: maximise your chances of seeing the Aurora and learn how to take perfect northern lights photos • Meet the experts, we are happy to share our knowledge • Unique Souvenirs",64.15272,4.5,-21.950987,Iceland,,4508700,validation
Monsterkabinett,"['Museums', 'Specialty Museums']",Art and entertainment.Where the Unique Comes to Life! A visit you'll never forget!How about a journey into your inner self? Art Gallery with Moving Creatures.,52.52451,4.0,13.401834,Berlin,,2203902,validation
Foyles Bookshop,"['Shopping', 'Gift & Specialty Shops']","Relocated in 2014, from its former location to 107 Charing Cross Road, world-famous bookseller Foyles' flagship boasts six floors of books across all subjects and specialisms. Foyles Charing Cross Road also has an extended range of designer gifts and stationery, a free Gallery space, an Auditorium with a lively programme of public events and private hires, and a Cafe offering hot and cold drinks and locally-sourced food.",51.51428,4.5,-0.129726,London,"107 Charing Cross Road, WC2H 0EB",501025,validation
Chef in a Day,"['Food & Drink', 'Classes & Workshops', 'Cooking Classes']","You will start your day in the historic centre at Campo di Fiori open market in Rome. One of our professional chefs will take you on a shopping tour where together you will choose only the best in-season ingredients, and decide the menu of the day. The lesson consists of 5 hours of fun instruction and, of course, the enjoyment of the mouth-watering cuisine. More than just the recipes the class is very much about the ‘why’ and ‘how’ of the cooking process. In this way, you will have a deeper knowledge to take home with you. Cooking methods are taught along with creative presentation of the plates. Hands-on practise is an important component of ‘Chef in a Day’. You will be taking part in making an antipasto, 3 different pastas from scratch (one long, one short, and one stuffed), each accompanied by exquisite sauces. The lesson continues with a traditional second course of meat/fish, (vegetarian optional) and you will end this refined cooking experience with a delicious dessert.",41.889732,5.0,12.46749,Rome,Piazza Trilussa,8769596,validation
"Viaurbis, Free Tour in Istanbul","['Tours', 'Boat Tours & Water Sports', 'Outdoor Activities', 'City Tours', 'Historical & Heritage Tours', 'Walking Tours', 'Boat Tours']",The Original Free Tour Istanbul is the perfect way to explore the must-see historical landmarks of Istanbul. Learn about the great history of Istanbul and familiarize yourself with the Byzantine and Ottoman history. Join the best Istanbul Free Walking Tour and get insider tips on life in modern-day Istanbul.,41.00755,5.0,28.977898,Istanbul,"sultanahmet, 34110",16920303,validation
FIFA Headquarters,"['Sights & Landmarks', 'Points of Interest & Landmarks']",,47.38137,3.5,8.57443,Zurich,,6601951,validation
Haarlemmerstraat,"['Sights & Landmarks', 'Points of Interest & Landmarks']","Access: Makkelijk beloopbaar vanaf het Centraal station. Easily walkable from Central Station. De Opstapper (hoek Prinsengracht), bussen 18, 21 en 22 en tram3. The Opstapper (corner Prinsengracht), buses 18, 21 and 22 and tram3. Parkeergarage: Parking: Prins Hendrikkade 20a (€ 3.50 p/u) Prins Hendrikkade 20a (€ 3.50 p / h) Pinautomaat: ATM: Haarlemmerstraat, Haarlemmerdijk en Korte Prinsengracht Haarlemmerstraat, Haarlemmerdijk and Korte Prinsengracht Koopavond: Evening: Elke donderdag tot 21 uur. Every Thursday until 21 hours. Koopzondag: Sunday shopping: Enkele winkels zijn open op zondag. Some shops are open on Sunday.",52.38003,4.5,4.892613,Amsterdam,,1575079,validation
Troll Expeditions,"['Tours', 'Boat Tours & Water Sports', 'Nature & Parks', 'Outdoor Activities', 'Multi-day Tours', 'Scuba & Snorkeling', 'Hiking & Camping Tours', 'Volcanos', 'Day Trips']","Ever wish that you had a friend in every country to show you the secret spots, share the inside stories and venture off-the-beaten-path with? Tröll Expeditions is exactly that: your reliable friend and local expert in Iceland. We’re passionate adventure travel involving close encounters with the tremendous forces of nature that the land of fire and ice is so well-known for. We provide knowledgeable and adventurous experts and all the safety equipment and gear you need. All you have to do is bringing a strong dose of enthusiasm and an appetite for life-changing thrills.",64.15598,5.0,-21.947823,Iceland,,10130710,validation
